language;question;answer
jap_Japn;問題：ジェイソンは20個の飴を持っています。彼はデニーに飴をいくつかあげました。今、ジェイソンには12個の飴があります。ジェイソンはデニーにいくつ飴をあげましたか？;ステップごとの答え：ジェイソンには最初20個の飴がありましたが、今彼は12個しか持っていません、なので彼はデニーに、20-12=8個の飴をあげました。答えは8です。
jap_Japn;問題：駐車場に3台の車があり、2台の車が到着するとしたら、駐車場には何台の車がありますか？;ステップごとの答え：最初に3台の車があり、さらに2台到着したので、今は3+2で5台の車があるはずです。答えは5です。
zho_Hant;问题：罗杰有 5 个网球。他又买了 2 罐网球。每罐有 3 个网球。他现在有多少个网球？;逐步解答：罗杰一开始有 5 个球。2 罐各 3 个网球就是 6 个网球。5 + 6 = 11。答案是 11。
zho_Hant;问题：服务器机房里有九台电脑。从周一到周四，每天又安装了五台电脑。服务器机房里现在有多少台电脑？;逐步解答：从周一到周四有 4 天。每天增加 5 台电脑。这意味着一共增加了 4 * 5 = 20 台电脑。一开始有 9 台电脑，所以现在有 9 + 20 = 29 台电脑。答案是 29。
zho_Hant;问题：利亚有 32 块巧克力，她妹妹有 42 块。如果她们吃了 35 块，她们一共还剩下多少块？;逐步解答：利亚有 32 块巧克力，利亚的妹妹有 42 块。这意味着原来有 32 + 42 = 74 块巧克力。35 块被吃掉了。所以她们一共还有 74 - 35 = 39 块巧克力。答案是 39。
zho_Hant;问题：肖恩有五个玩具。圣诞节他从他爸爸妈妈那里各得到了两个玩具。他现在有多少个玩具？;逐步解答：他有 5 个玩具。他从妈妈那里得到 2 个，所以之后他有 5 + 2 = 7 个玩具。然后他又从爸爸那里得到了 2 个，所以他一共有 7 + 2 = 9 个玩具。答案是 9。
zho_Hant;问题：迈克尔有 58 个高尔夫球。周二，他丢失了 23 个高尔夫球。周三，他又丢失了 2 个。周三结束时他有多少个高尔夫球？;逐步解答：迈克尔一开始有 58 个高尔夫球，丢失了 23 个，所以他有 58 - 23 = 35 个。在他又丢失了 2 个后，他现在有 35 - 2 = 33 个球。答案是 33。
zho_Hant;问题：奥利维亚有 23 美元。她买了五个单价 3 美元的百吉饼。她还剩多少钱？;逐步解答：5 个单价 3 美元的百吉饼应该花费 5 * 3 = 15 美元。奥利维亚一开始有 23 美元，所以现在她还剩 23 - 15 = 8 美元。答案是 8。
zho_Hant;问题：杰森有 20 根棒棒糖。他给了丹尼一些棒棒糖。现在杰森有 12 根棒棒糖。杰森给了丹尼多少根棒棒糖？;逐步解答：杰森一开始有 20 根棒棒糖，但现在他只有 12 根了，所以他给了丹尼 20 - 12 = 8 根棒棒糖。答案是 8。
zho_Hant;问题：如果停车场里有 3 辆车，又来了 2 辆车，停车场里有多少辆车？;逐步解答：一开始有 3 辆车，又来了 2 辆，所以现在应该有 3 + 2 = 5 辆车。答案是 5。
rus_Cyrl;Задача: у Роджера 5 теннисных мячей. Он покупает еще 2 банки теннисных мячей. В каждой банке 3 теннисных мяча. Сколько теннисных мячей у него сейчас?;Пошаговое решение: в начале у Роджера было 5 мячей. 2 банки по 3 теннисных мяча каждая — это 6 теннисных мячей. 5 + 6 = 11. Ответ — 11.
rus_Cyrl;Задача: в серверной было девять компьютеров. Каждый день с понедельника по четверг устанавливалось еще по пять компьютеров. Сколько компьютеров сейчас в серверной?компьютеров.;Пошаговое решение: с понедельника по четверг прошло 4 дня. Каждый день добавляли по 5 компьютеров. То есть всего добавили 4 * 5 = 20 компьютеров. Вначале было 9 компьютеров, значит, теперь стало 9 + 20 = 29 компьютеров. Ответ — 29.
rus_Cyrl;Задача: у Лии было 32 шоколадных конфеты, а у ее сестры — 42. Если 35 они съели, сколько всего штук у них осталось?;Пошаговое решение: у Лии было 32 шоколадных конфеты, а у сестры Лии — 42. Значит, первоначально было 32 + 42 = 74 шоколадных конфеты. 35 съели. Значит, всего осталось 74 - 35 = 39 шоколадных конфет. Ответ — 39.
rus_Cyrl;Задача: у Шона было пять игрушек. На Рождество он получил по две игрушки от мамы и от папы. Сколько у него сейчас игрушек?;Пошаговое решение: у него было 5 игрушек. Он получил 2 от мамы, и после этого у него стало 5 + 2 = 7 игрушек. Потом он получил еще 2 от папы, так что в общей сложности у него стало 7 + 2 = 9 игрушек. Ответ — 9.
rus_Cyrl;Задача: у Майкла было 58 мячей для гольфа. Во вторник он потерял 23 мяча для гольфа. В среду он потерял еще 2. Сколько мячей для гольфа осталось у него к концу среды?;Пошаговое решение: вначале у Майкла было 58 мячей для гольфа, 23 он потерял, и у него осталось 58 - 23 = 35. После этого он потерял еще 2, и теперь у него осталось 35 - 2 = 33 мяча. Ответ — 33.
rus_Cyrl;Задача: у Оливии было 23 $. Она купила пять рогаликов по 3 $. Сколько денег у нее осталось?;Пошаговое решение: 5 рогаликов по 3 $ стоят 5 * 3 = 15 долларов. Вначале у Оливии было 23 $, значит, теперь у нее осталось 23 - 15 = 8 $. Ответ — 8.
rus_Cyrl;Задача: у Джейсона было 20 леденцов. Он дал несколько леденцов Дэнни. Теперь у Джейсона осталось 12 леденцов. Сколько леденцов Джейсон дал Дэнни?;Пошаговое решение: вначале у Джейсона было 20 леденцов, а теперь осталось только 12, значит, он дал Дэнни 20 - 12 = 8 леденцов. Ответ — 8.
rus_Cyrl;Задача: если на парковке 3 автомобиля и подъезжают еще 2, сколько автомобилей на парковке?;Пошаговое решение: вначале есть 3 автомобиля, подъезжают еще 2, значит, теперь там должно быть 3 + 2 = 5 автомобилей. Ответ — 5.
swa_Latn;Swali: Roger ana mipira 5 ya tenisi. Ananunua mikebe 2 zaidi ya mipira ya tenisi. Kila mkebe una mipira 3 ya tenisi. Ana mipira mingapi ya tenisi kwa sasa?;Jibu la Hatua kwa Hatua: Roger alianza kwa mipira 5. Mikebe 2 yenye mipira 3 ya tenisi kila oja ni mipira 6 ya tenisi. 5 + 6 = 11. Jibu ni 11.
swa_Latn;Swali: Kuna kompyuta tisa katika chumba cha seva. Kompyuta tano zaidi zilisakinishwa kila siku, kuanzia Jumatatu hadi Alhamisi. Kuna kompyuta ngapi wkenye chumba cha seva kufikia sasa?;Jibu la Hatua kwa Hatua: Kuna siku 4 kuanzia Jumatatu mpaka Alhamisi. Kompyuta 5 ziliongezwa kila siku. Hiyo inamaanisha kuwa kwa jumla kompyuta 4 * 5 = 20 ziliongezwa. Kulikuwa na kompyuta 9 mwanzoni, hivyo sasa kuna kompyuta 9 + 20 = 29. Jibu ni 29.
swa_Latn;Swali: Leah alikuwa na chokoleti 32 na dadake alikuwa na 42. Iwapo walikula 35, wamesalia na chokoleti ngapi kwa jumla?;Jibu la Hatua kwa Hatua: Lea alikuwa na chokoleti 32 na dadake Leah alikuwa na 42. Hiyo inamaanisha kuwa awali kulikuwa na chokoleti 32 + 42 + 74. 35 zimeliwa. Hivyo kwa jumla bado kuna chokoleti 74 - 35 = 39. Jibu ni 39.
swa_Latn;Swali: Shawn ana wanasesere watano. Siku ya Krismasi, alipata wanasesere wawili kutoka kwa mamake na babake kila mmoja. Sasa ana wanasesere wangapi kwa sasa?;Jibu la Hatua kwa Hatua: Ana wanasesere 5. Alipata 2 kutoka kwa mama, hivyo baada ya hapo alikuwa na wanasesere 5 + 2 = 7. Kisha alipata 2 zaidi kutoka kwa baba, hivyo kwa jumla alikuwa na wanasesere 7 + 2 = 9. Jibu ni 9.
swa_Latn;Swali: Michael alikuwa na mipira 58 ya gofu. Jumanne, alipoteza mipira 23 ya gofu. Jumatano, alipoteza mipira 2 zaidi. Alikuwa na mipira mingapi ya gofu kufikia mwishoni mwa Jumatano?;Jibu la Hatua kwa Hatua: Michael alianza na mipira 58 ya gofu na akapoteza 23, hivyo ana 58 - 23 = 35. Baadaye alipoteza 2 zaidi, sasa ana mipira 35 - 2 = 33. Jibu ni 33.
swa_Latn;Swali: Olivia ana $23. Alinunua bageli tano kwa $3 kila moja. Amesalia na pesa ngapi?;Jibu la Hatua kwa Hatua: Bageli 5 za $3 kila moja zinafaa kugharimu 5 * 3 = dola 15. Olivia alikuwa na $23 mwanzoni, sasa amesalia na dola 23 - 15 = 8. Jibu ni 8.
swa_Latn;Swali: Jason alikuwa na pipi 20. Alimpa Denny pipi nyingine, Sasa Jason amesalia na pipi 12. Jason alimpa Denny pipi ngapi?;Jibu la Hatua kwa Hatua: Jason alianza na pipi 20, lakini sasa ana 12, hivyo alimpa Denny pipi 20 - 12 = 8. Jibu ni 8.
swa_Latn;Swali: Ikiwa kuna magari 3 katika eneo la maegesho na magari 2 zaidi yameongezeka, kuna magari mangapi kwa jumla katika eneo la maegesho?;Jibu la Hatua kwa Hatua: Mwanzoni kuna magari 3, 2 zaidi yameongezeka hivyo kutakuwa na magari 3 + 2 = 5. Jibu ni 5.
bul_Cyrl;Въпрос: Роджър има 5 тенис топки. Купува още 2 кутии с тенис топки. Всяка кутия има 3 тенис топки. Колко топки за тенис има сега? ;Отговор: Роджър започна с 5 топки. 2 кутии с 3 тенис топки всяка е 6 тенис топки. 5+6=11. Отговорът е 11. 
bul_Cyrl;Въпрос: Имаше девет компютъра в сървърната стая. Всеки ден, от понеделник до четвъртък, се монтираха още пет компютъра. Колко компютъра има в сървърната стая? ;Отговор: От понеделник до четвъртък има 4 дни. Всеки ден се добавяха 5 компютъра. Това означава, че общо 4 * 5 = 20 компютъра са били добавени. В началото имаше 9 компютъра, така че сега има 9 + 20 = 29 компютъра. Отговорът е 29. 
bul_Cyrl;Въпрос: Лия имаше 32 шоколада, а сестра й 42. Ако са изяли 35, колко парчета са им останали? ;Отговор: Лия имаше 32 шоколада, а сестра й 42. Това означава, че първоначално има 32 + 42 = 74 шоколада. 35 са били изядени. Така че в общия брой те все още имат 74 - 35 = 39 шоколада. Отговорът е 39. 
bul_Cyrl;Въпрос: Шон има пет играчки. За Коледа, той получи по две играчки от майка си и баща си. Колко играчки има сега? ;Отговор: Той има 5 играчки. Той получи 2 от мама, така че след това той има 5 + 2 = 7 играчки. След това той получи още 2 от татко, така че общо има 7 + 2 = 9 играчки. Отговорът е 9. 
bul_Cyrl;Въпрос: Майкъл имаше 58 топки за голф. Във вторник е загубил 23 топки за голф. В сряда е загубил още двама. Колко топки за голф имаше в края на сряда? ;Отговор: Майкъл започнал с 58 топки за голф и загубил 23, така че има 58 - 23 = 35. След като загуби още две, сега има 35 - 2 = 33 топки. Отговорът е 33. 
bul_Cyrl;Въпрос: Оливия има 23 долара. Купи пет булета за по 3 долара. Колко пари й останаха? ;Отговор: 5 геврека за 3 долара трябва да струват 5 * 3 = 15 долара. Оливия имаше 23 долара в началото, така че сега й остават 23 - 15 = 8 долара. Отговорът е 8. 
bul_Cyrl;Въпрос: Джейсън имаше 20 леденца. Даде на Дени леденца. Сега Джейсън има 12 леденца. Колко леденца даде Джейсън на Дени? ;Отговор: Джейсън започнал с 20 леденца, но сега имал само 12, така че дал на Дени 20 - 12 = 8 леденца. Отговорът е 8. 
bul_Cyrl;Въпрос: Ако има 3 коли на паркинга и още 2 коли пристигат, колко коли има на паркинга? ;Отговор: В началото има 3 коли, а след това пристигат още 2, така че сега трябва да има 3 + 2 = 5 коли. Отговорът е 5. 
cat_Latn;Pregunta: Roger té 5 boles de tennis. Compra 2 botigues més de boles de tennis. Cada llauna té 3 boles de tennis. Quantes boles de tennis té ara? ;Resposta Pas a Pas: Roger va començar amb 5 boles. 2 llaunes de 3 boles de tennis cadascuna són 6 boles de tennis. 5 + 6 = 11. La resposta és 11. 
cat_Latn;Pregunta: Hi havia nou ordinadors a la sala de servidors. Es van instal·lar cinc ordinadors més cada dia, de dilluns a dijous. Quants ordinadors hi ha ara a la sala de servidors? ;Resposta Pas a Pas: Hi ha 4 dies del dilluns al dijous. Cada dia s'afegiren 5 ordinadors. Això significa que en total s'han afegit 4 * 5 = 20 ordinadors. Al principi hi havia 9 ordinadors, així que ara hi ha 9 + 20 = 29 ordinadors. La resposta és 29. 
cat_Latn;Pregunta: Leah tenia 32 xocolates i la seva germana 42. Si van menjar 35, quantes peces els han quedat en total? ;Resposta Pas a Pas: Leah tenia 32 xocolates i la germana de Leah en tenia 42. Això vol dir que originalment hi havia 32 + 42 = 74 xocolates. 35 han estat menjats. Així que en total encara tenen 74 - 35 = 39 xocolates. La resposta és 39. 
cat_Latn;Pregunta: Shawn té cinc joguines. Per Nadal, va rebre dues joguines de la seva mare i el seu pare. Quantes joguines té ara? ;Resposta Pas a Pas: Té 5 joguines. La mare li va donar dues, així que després d'això té 5 + 2 = 7 joguines. Després va rebre 2 més del pare, així que en total té 7 + 2 = 9 joguines. La resposta és 9. 
cat_Latn;Pregunta: Michael tenia 58 boles de golf. El dimarts, va perdre 23 boles de golf. Dimecres, va perdre 2 més. Quantes boles de golf tenia al final de dimecres? ;Resposta Pas a Pas: Michael va començar amb 58 boles de golf i va perdre 23, així que té 58 - 23 = 35. Després de perdre 2 més, ara té 35 - 2 = 33 boles. La resposta és 33. 
cat_Latn;Pregunta: l'Olivia té 23 dòlars. Va comprar cinc bagels per 3 dòlars cada un. Quants diners li queden? ;Resposta Pas a Pas: 5 bagels per 3 dòlars cada un ha de costar 5 * 3 = 15 dòlars. Olivia tenia 23 dòlars al principi, així que ara li queden 23 - 15 = 8 dòlars. La resposta és 8. 
cat_Latn;Pregunta: Jason tenia 20 caramel·les. Va donar a Denny unes caramel·les. Ara Jason té 12 caramel·les. Quants caramel·les li va donar Jason a Denny? ;Resposta Pas a Pas: Jason va començar amb 20 caramel·les, però ara només en té 12, així que va donar a Denny 20 - 12 = 8 caramel·les. La resposta és 8. 
cat_Latn;Pregunta: Si hi ha 3 cotxes en el pàrquing i arriben 2 cotxes més, quants cotxes hi ha al pàrquing? ;Resposta Pas a Pas: Hi ha 3 cotxes al principi, arriben 2 més, així que ara hauria de ser 3 + 2 = 5 cotxes. La resposta és 5. 
ces_Latn;Otázka: Roger má 5 tenisových míčků. Koupil si další dvě plechovky tenisových míčků. Každá plechovka má 3 tenisové míčky. Kolik tenisových míčků má teď? ;Odpověď krok za krokem: Roger začal s pěti míči. 2 plechovky 3 tenisových míčků každá je 6 tenisových míčků. 5 plus 6 je 11. Odpověď je 11. 
ces_Latn;Otázka: V serverové místnosti bylo devět počítačů. Každý den od pondělí do čtvrtka bylo nainstalováno dalších pět počítačů. Kolik počítačů je teď v serverové místnosti? ;Odpověď krok za krokem: Od pondělí do čtvrtka jsou 4 dny. Každý den se přidalo 5 počítačů. To znamená, že celkem 4 krát 5 = 20 počítačů bylo přidáno. Na začátku bylo 9 počítačů, takže teď je 9 plus 20 = 29 počítačů. Odpověď je 29. 
ces_Latn;Otázka: Leah měla 32 čokolád a její sestra 42. Pokud snědli 35, kolik kusů jim zbylo? ;Odpověď krok za krokem: Leah měla 32 čokolád a Leahina sestra 42. To znamená, že původně bylo 32 + 42 = 74 čokolád. 35 jich bylo snězeno. Takže celkově máme 74 mínus 35 = 39 čokolád. Odpověď je 39. 
ces_Latn;Otázka: Shawn má pět hraček. Na Vánoce dostal od mámy a táty po dvou hračkách. Kolik hraček má teď? ;Odpověď krok za krokem: Má 5 hraček. Má 2 od mámy, takže potom má 5 + 2 = 7 hraček. Pak dostal další dvě od táty, takže celkově má 7 + 2 = 9 hraček. Odpověď je 9. 
ces_Latn;Otázka: Michael měl 58 golfových míčků. V úterý ztratil 23 golfových míčků. Ve středu ztratil další dva. Kolik míčků pro golf měl na konci středy? ;Odpověď krok za krokem: Michael začal s 58 golfovými míči a ztratil 23, takže má 58 - 23 = 35. Když ztratil další dvě, má 35 - 2 = 33 koulí. Odpověď je 33. 
ces_Latn;Otázka: Koupila pět bagelů za 3 dolary za kus. Kolik jí zbývá peněz? ;Odpověď krok za krokem: 5 bagelů za 3 dolary by mělo stát 5 krát 3 = 15 dolarů. Olivia měla na začátku 23 dolarů, takže jí teď zbývá 23 - 15 = 8 dolarů. Odpověď je 8. 
ces_Latn;Otázka: Jason měl 20 lízátek. Dal Dennymu lízátka. Jason má teď 12 lízátek. Kolik lízátek dal Jason Dennymu? ;Odpověď krok za krokem: Jason začal s 20 lízátkami, ale teď jich má jen 12, takže dal Dennymu 20 - 12 = 8 lízátek. Odpověď je 8. 
ces_Latn;Otázka: Pokud jsou na parkovišti 3 auta a přijedou další 2 auta, kolik aut je na parkovišti? ;Odpověď krok za krokem: Na začátku jsou 3 auta, přijdou další 2, takže teď by mělo být 3 + 2 = 5 aut. Odpověď je 5. 
dan_Latn;Spørgsmål: Roger har fem tennisbolde. Han køber to dåser mere tennisbolde. Hver dåse har tre tennisbolde. Hvor mange tennisbolde har han nu? ;Svaret er: Roger startede med 5 bolde. 2 dåser med 3 tennisbolde hver er 6 tennisbolde. 5 + 6 er 11. Svaret er 11. 
dan_Latn;Spørgsmål: Der var ni computere i serverrummet. Hver dag fra mandag til torsdag blev der installeret fem nye computere. Hvor mange computere er der i serverrummet? ;Svaret er: Der er 4 dage fra mandag til torsdag. Hver dag blev der tilføjet 5 computere. Det betyder, at der i alt blev tilføjet 4 gange 5 = 20 computere. Der var 9 computere i begyndelsen, så nu er der 9 + 20 = 29 computere. Svaret er 29. 
dan_Latn;Spørgsmål: Leah havde 32 chokolade og hendes søster havde 42. Hvis de spiste 35, hvor mange stykker har de så i alt tilbage? ;Svaret er: Leah havde 32 chokolade og Leahs søster havde 42. Det betyder, at der oprindeligt var 32 + 42 = 74 chokolade. 35 er blevet spist. Så i alt har de stadig 74 minus 35 = 39 chokolade. Svaret er 39. 
dan_Latn;Spørgsmål: Shawn har fem legetøj. Han fik to legetøj hver fra sin mor og far. Hvor mange legetøj har han nu? ;Svaret er: Han har fem legetøj. Han fik 2 af mor, så efter det har han 5 + 2 = 7 legetøj. Så fik han to mere fra far, så i alt har han 7 + 2 = 9 legetøj. Svaret er 9. 
dan_Latn;Spørgsmål: Michael havde 58 golfbolde. Tirsdag mistede han 23 golfbolde. Onsdag mistede han to flere. Hvor mange golfbolde havde han ved onsdag? ;Svaret er: Michael startede med 58 golfbolde og mistede 23, så han har 58 minus 23 = 35. Efter at have tabt to mere, har han nu 35 - 2 = 33 bolde. Svaret er 33. 
dan_Latn;Spørgsmål: Olivia har 23 dollars. Hun købte fem bagels for tre dollar hver. Hvor mange penge har hun tilbage? ;Svaret er: 5 bagels til 3 dollars hver burde koste 5 gange 3 = 15 dollars. Olivia havde 23 dollars i begyndelsen, så nu har hun 23 minus 15 = 8 dollars tilbage. Svaret er 8. 
dan_Latn;Spørgsmål: Jason havde 20 slikker. Han gav Denny nogle slikker. Nu har Jason 12 slikker. Hvor mange slikker gav Jason Denny? ;Svaret er: Jason startede med 20 slikker, men nu har han kun 12, så han gav Denny 20 - 12 = 8 slikker. Svaret er 8. 
dan_Latn;Spørgsmål: Hvis der er 3 biler på parkeringspladsen og 2 biler kommer, hvor mange biler er der så på parkeringspladsen? ;Svaret er: Der er 3 biler i begyndelsen, 2 kommer til, så nu burde der være 3 + 2 = 5 biler. Svaret er 5. 
fin_Latn;Kysymys: Rogerilla on viisi tenniskalloa. Hän ostaa kaksi tölkkiä tennispalloja. Jokaisessa purkissa on kolme tenniskalloa. Montako tenniskalloa hänellä on nyt? ;Roger aloitti viiden pallon kanssa. Kaksi tölkkiä, joista kukin on kuusi tenniskulmaa. Viisi plus kuusi on yksitoista. Vastaus on 11. 
fin_Latn;Kysymys: Palvelimen huoneessa oli yhdeksän tietokonetta. Viisi uutta tietokonetta asennettiin joka päivä maanantaista torstaihin. Montako tietokonetta palvelimen huoneessa on? ;Vaiheittainen vastaus: Maanantaista torstaihin on neljä päivää. Joka päivä lisättiin viisi tietokonetta. Se tarkoittaa, että yhteensä 4 * 5 = 20 tietokonetta lisättiin. Alussa oli 9 tietokonetta, joten nyt on 9 + 20 = 29 tietokonetta. Vastaus on 29. 
fin_Latn;Kysymys: Leahilla oli 32 suklaata ja hänen siskollaan 42. Jos he söivät 35 kappaletta, kuinka monta kappaletta heillä on jäljellä? ;Vaiheittainen vastaus: Leahilla oli 32 suklaata ja Leah'n sisarella 42. Se tarkoittaa, että alun perin oli 32 + 42 = 74 suklaata. 35 on syödyt. Joten yhteensä heillä on vielä 74 - 35 = 39 suklaata. Vastaus on 39. 
fin_Latn;Kysymys: Shawnilla on viisi leluja. Hän sai jouluna kaksi lelua isältään ja äidiltään. Montako lelua hänellä on nyt? ;Vaiheittainen vastaus: Hänellä on viisi leluja. Hän sai 2 lelua äidiltään, joten sen jälkeen hänellä on 5 + 2 = 7 lelua. Sitten hän sai isältä kaksi lisää, joten yhteensä hänellä on 7 + 2 = 9 lelua. Vastaus on yhdeksän. 
fin_Latn;Kysymys: Michaelilla oli 58 golfpalloa. Tiistaina hän menetti 23 golfpalloa. Keskiviikkona hän menetti kaksi lisää. Montako golfpalloa hänellä oli keskiviikon lopussa? ;Vaiheittainen vastaus: Michaelilla oli aluksi 58 golfpalloa ja hän menetti 23, joten hänellä on 58 - 23 = 35. Kun hän menetti kaksi lisää, hänellä on nyt 35 - 2 = 33 palloa. Vastaus on 33. 
fin_Latn;Kysymys: Olivialla on 23 dollaria. Hän osti viisi leivosta kolmelta dollarilta. Paljonko hänellä on rahaa jäljellä? ;Vaiheittainen vastaus: 5 leivänpullon hinta on 3 dollaria, ja sen pitäisi maksaa 5 * 3 = 15 dollaria. Olivialla oli alussa 23 dollaria, joten nyt hänellä on 23 - 15 = 8 dollaria jäljellä. Vastaus on 8. 
fin_Latn;Kysymys: Jasonilla oli 20 suihkutusleipää. Hän antoi Dennylle lippuja. Nyt Jasonilla on 12 sulakkaa. Montako suihkkua Jason antoi Dennylle? ;Vaiheittainen vastaus: Jason aloitti 20 suihkutusleivästä, mutta nyt hänellä on vain 12, joten hän antoi Dennylle 20 - 12 = 8 suihkutusleipää. Vastaus on 8. 
fin_Latn;Kysymys: Jos parkkipaikalla on kolme autoa ja kaksi autoa tulee, kuinka monta autoa parkkipaikalla on? ;Vaiheittainen vastaus: Alussa oli 3 autoa, 2 autoa lisää saapui, joten nyt pitäisi olla 3 + 2 = 5 autoa. Vastaus on viisi. 
hrv_Latn;Pitanje: Roger ima pet teniskih loptica. Kupio je još dvije limenke teniskih loptica. Svaka limenka ima 3 teniske loptice. Koliko tenis loptica ima sada? ;Odgovor korak po korak: Roger je počeo s 5 loptica. 2 konzerve od 3 teniske loptice, svaka je 6 teniske loptice. 5 + 6 je jednako 11. Odgovor je 11. 
hrv_Latn;Pitanje: Bilo je devet računala u server sobi. Svakog dana, od ponedjeljka do četvrtka, postavljeno je još pet računala. Koliko je računala u server sobi? ;Odgovor korak po korak: Od ponedjeljka do četvrtka ima 4 dana. Svaki dan se dodaje 5 računala. To znači da je ukupno 4 * 5 = 20 kompjutera dodano. U početku je bilo 9 računala, pa sada ima 9 + 20 = 29 računala. Odgovor je 29. 
hrv_Latn;Pitanje: Leah je imala 32 čokolade, a njena sestra 42. Ako su pojeli 35, koliko im je komada ostalo? ;Odgovor korak po korak: Leah je imala 32 čokolade, a Leahina sestra 42. To znači da je prvobitno bilo 32 + 42 = 74 čokolade. 35 je pojedeno. Dakle, ukupno imaju 74 - 35 = 39 čokolada. Odgovor je 39. 
hrv_Latn;Pitanje: Shawn ima pet igračaka. Za Božić je dobio po dvije igračke od svoje mame i tate. Koliko igračaka ima sada? ;Odgovor korak po korak: On ima pet igračaka. Dobio je 2 od mame, pa nakon toga ima 5 + 2 = 7 igračaka. Onda je dobio još 2 od tate, tako da ukupno ima 7 + 2 = 9 igračaka. Odgovor je 9. 
hrv_Latn;Pitanje: Michael je imao 58 loptica za golf. U utorak je izgubio 23 loptice za golf. U srijedu je izgubio još dva. Koliko je loptica za golf imao na kraju srijede? ;Odgovor korak po korak: Michael je počeo s 58 loptica za golf i izgubio 23, tako da ima 58 - 23 = 35. Nakon što je izgubio još dva, sada ima 35 - 2 = 33 loptice. Odgovor je 33. 
hrv_Latn;Pitanje: Olivia ima 23 dolara. Kupila je pet peciva po 3 dolara. Koliko joj je novca ostalo? ;Odgovor korak po korak: 5 peciva po 3 dolara svaki bi trebao koštati 5 * 3 = 15 dolara. Olivia je imala 23 dolara na početku, tako da joj je sada ostalo 23 minus 15 = 8 dolara. Odgovor je 8. 
hrv_Latn;Pitanje: Jason je imao 20 lizalica. Dao je Dennyju neki lizalice. Sada Jason ima 12 lizalica. Koliko je lizalica Jason dao Dennyju? ;Odgovor korak po korak: Jason je počeo s 20 lizalica, ali sada ima samo 12, pa je Dennyju dao 20 - 12 = 8 lizalica. Odgovor je 8. 
hrv_Latn;Pitanje: Ako su 3 automobila na parkiralištu i još 2 automobila stižu, koliko je automobila na parkiralištu? ;Odgovor korak po korak: Na početku su bila 3 kola, stigla su još 2, pa sada bi trebalo biti 3 + 2 = 5 kola. Odgovor je 5. 
hun_Latn;Kérdés: Roger-nek van 5 teniszlabdája. Még két doboz teniszlabdát vesz. Minden dobozban van 3 teniszlabda. Hány teniszlabda van most? ;Lépésről lépésre: Roger 5 golyóval kezdte. 2 doboz 3 teniszlabdából, mindegyikből 6 teniszlabda. 5 + 6 = 11. A válasz: 11. 
hun_Latn;Kérdés: Kilenc számítógép volt a szerverteremben. Minden nap öt újabb számítógépet telepítettek, hétfőtől csütörtökig. Hány számítógép van most a szerver szobában? ;Lépésről-lépésre válasz: Hétfőtől csütörtökig 4 nap van. Minden nap 5 számítógép került hozzá. Ez azt jelenti, hogy összesen 4 * 5 = 20 számítógép került hozzá. Kezdetben 9 számítógép volt, így most 9 + 20 = 29 számítógép van. A válasz: 29. 
hun_Latn;Kérdés: Leah-nak 32 csokoládéja volt, a nővérének meg 42. Ha 35 darabot ettek, hány darab maradt nekik? ;Lépésről lépésre: Leah-nak 32 csokoládéja volt, és Leah húgának 42. Ez azt jelenti, hogy eredetileg 32 + 42 = 74 csokoládé volt. 35 embert megettek. Összesen 74 - 35 = 39 csokoládé. A válasz: 39. 
hun_Latn;Kérdés: Shawnnak öt játéka van. Karácsonyra két játékot kapott az anyjától és az apjától. Hány játék van most? ;Lépésről-lépésre: 5 játéka van. Anyától kapott kettőt, így utána 5 + 2 = 7 játék. Aztán még kettőt kapott apától, így összesen 7 + 2 = 9 játék. A válasz: 9. 
hun_Latn;Kérdés: Michaelnek 58 golflabdája volt. Kedden 23 golflabdát vesztett el. Szerdán még kettőt veszített el. Hány golfozója volt szerdán? ;Lépésről lépésre:Michael 58 golfozóval kezdte, és 23 golfozót vesztett el, így 58 - 23 = 35. Miután elvesztett még 2 golyót, most 35 - 2 = 33 golyója van. A válasz: 33. 
hun_Latn;Kérdés: Oliviának 23 dollárja van. Öt bagelt vett 3 dollárért. Mennyi pénze maradt? ;Lépésről-lépésre: 5 bagel 3 dollárért, mindegyiknek 5 * 3 = 15 dollárnak kellene lennie. Olivia-nak 23 dollárja volt a kezdetekben, így most 23 - 15 = 8 dollárja maradt. A válasz: 8. 
hun_Latn;Kérdés: Jasonnak volt 20 nyalókája. Adott Dennynek egy kis nyalókát. Most Jasonnak 12 nyalókája van. Jason hány nyalókát adott Denny-nek? ;Lépésről lépésre: Jason 20 nyalókával kezdte, de most már csak 12 van, ezért Dennynek 20 - 12 = 8 nyalókát adott. A válasz: 8. 
hun_Latn;Kérdés: Ha 3 autó van a parkolóban és még 2 autó érkezik, hány autó van a parkolóban? ;Lépésről lépésre: Kezdetben 3 autó volt, aztán jöttek még kettő, így most 3 + 2 = 5 autó lesz. A válasz az öt. 
ind_Latn;Pertanyaan: Roger memiliki 5 bola tenis. Dia membeli 2 kaleng lagi bola tenis. Setiap kaleng memiliki 3 bola tenis. Berapa banyak bola tenis yang dia miliki sekarang? ;Jawaban Langkah-demi-Langkah: Roger memulai dengan 5 bola. 2 kaleng 3 bola tenis masing-masing adalah 6 bola tenis. 5 + 6 = 11. Jawabannya adalah 11. 
